"지역소분류별",구로구,17.38111,2.90302,0.28206,0.08994,23.99766,13.31736,17.08167,0.1073,23.43286,0.7902,0.52065,0.09617,-
"지역소분류별",금천구,25.26811,0.72123,1.3322,0.95545,28.72142,14.44737,14.26093,-,13.53966,0.05192,0.7017,-,-
"지역소분류별",영등포구,15.50883,1.90562,0.33585,0.26629,25.92029,20.12463,24.8741,0.20336,7.53011,0.57908,2.75185,-,-
"지역소분류별",동작구,13.6481,0.47634,-,-,31.31127,14.91191,14.68378,0.07306,24.70306,-,0.19247,-,-
"지역소분류별",관악구,14.10903,6.37711,0.19364,1.00174,26.76843,14.1338,19.16631,0.28313,15.08883,0.14927,1.88149,0.84722,-
"지역소분류별",서초구,12.1996,2.48972,-,0.14148,30.31209,11.09805,18.5568,0.02808,24.78599,0.22951,0.15867,-,-
"지역소분류별",강남구,15.78111,2.85954,-,-,23.87675,11.40879,17.3634,0.30902,24.87198,1.15773,2.06295,0.30872,-
"지역소분류별",송파구,15.85389,0.81017,0.58086,1.05893,17.61567,17.27493,21.90209,-,22.11103,1.43296,1.30394,-,0.05553
"지역소분류별",강동구,14.9165,1.89138,0.05679,0.13712,26.66715,15.95581,9.06259,1.10675,17.18895,1.38005,11.56209,-,0.07481
"직업분류",관리전문직,7.6437,1.05167,0.25998,0.28326,15.04451,11.00045,19.18448,0.20869,38.14163,0.95677,6.08424,0.14062,-
"직업분류",화이트칼라,11.49874,0.8876,0.15804,0.27636,26.43927,14.88417,20.23481,0.12448,23.49044,0.47651,1.37789,0.09382,0.05786
"직업분류",블루칼라,22.54693,2.49574,0.12852,1.16498,28.5285,11.35089,11.85461,0.26795,20.32865,0.52089,0.66926,0.03177,0.11131
"직업분류",기타,27.57688,3.973,0.03071,0.05885,26.87847,10.59067,27.90228,0.02295,2.26131,0.5005,0.1756,0.0288,-
